"id","profileName","text","date","title","rating","images","helpful"
"R368XT8I4W2EQQ","Long Hoang Duong","wrong sequence in page 163 my_new_car = car('audi', 'a4', '2019) should be my_new_car = car('audi', 2019, 'a4'). Otherwise, it will not print out the same result as the book said","Reviewed in the United States on March 19, 2020","Totally recommend",5,"",0
"R28N4JV6AREQXR","John Cardona","Dijo que están muy bien estructurados los temas y que aprendió mucho","Reviewed in the United States on July 20, 2021","A mi hija le encantó",5,"",0
"R1OWYOF8AX6UFR","Jimmy J L","Very competent training, that gets newbies up and flying.","Reviewed in the United States on February 29, 2020","Competent and approachable.",5,"",0
"RK6S8B2PP1DJD","md khan","A good book","Reviewed in the United States on January 13, 2022","Good book",5,"",0
"R1NLDNYQLLDTW2","Carrie L. Grim","Well written in understandable terms.","Reviewed in the United States on November 7, 2019","Easiest book to navigate learning python",5,"",0
"R33M0O1HI17CMK","Amazon Customer","new book, got it on the 13th prompt in good condition","Reviewed in the United States on May 14, 2020","arrived",5,"",0
"R1P744Q1JN4WPB","Jeffrey","What I liked about the book is it makes Python easy to learn for a complete beginner","Reviewed in the United States on February 25, 2020","Python made easy",5,"",1
"R1D1VPP1YS34C7","John P","Great book for beginners. Explains concepts very well.","Reviewed in the United States on March 25, 2021","Great book",5,"",0
"R3RMYG80VXQZSE","Farid Guliyev","Bought as a help in my attempt to teach kids Python. Very well written and easy to comprehend. Good for a beginner to start with core Python.","Reviewed in the United States on September 19, 2019","As a title says : hands-on project based.",5,"",0
"R3UNTUSTABJ86M","electropete","I am at the second chapter, but my so far opinion is that the book is an excellent resource on python. It is well written and explanatory. Highly recommended!","Reviewed in the United States on September 27, 2019","Excellent Python material!",5,"",0
"R1I8KCNVC0UJ76","McIshii","EXPLAINS THINGS LIKE A CLASSROOM SETTING - Nice to have explanation of while learning to code","Reviewed in the United States on September 6, 2019","Ease of learning",5,"",0
"R1GCMKL6I1V38A","Mihajlo","Best way to start programming. All recommendations for this book!!!","Reviewed in the United States on February 11, 2021","Nice",5,"",0
"R11Z4G9TL6GY1C","Cynthia","Husband loves it for supplementing his IT library.","Reviewed in the United States on November 24, 2019","IT vital",5,"",0
"R379LYVM1BAZS1","Niko","Nice book for beginner.","Reviewed in the United States on May 27, 2021","Nice book.",5,"https://images-na.ssl-images-amazon.com/images/I/C1Pmm+psRSS.jpg",0
"R3GI7EDQ332WYS","C","Worth every penny though the book cover is of poor quality","Reviewed in the United States on October 15, 2020","Worth",5,"",0
"R3P13DC7PJ2Y97","shanyun","I just received the book less than a week, and cover fell off from the book.The quality is terrible.","Reviewed in the United States on March 28, 2020","The content is clear and easy to understand for beginner, but the quality of book binding is so bad",3,"",0
"R1X0N0SMZ77WDE","Jose J. Villarreal Garza","Excelent book. Very well explained even in the smallest details.","Reviewed in the United States on December 25, 2019","Great book",5,"",0
"RB2YASRF8TC03","Xin Jiang","Useful Book. Easy to understand the whole content. Build up my skills.Thanks","Reviewed in the United States on April 7, 2020","Easy to learn by myself",5,"",0
"R3KMCUDM89BIT5","amazingg","It’s been an excellent tool.","Reviewed in the United States on December 6, 2019","Good resource",5,"",0
"RHU8KMADC176E","Ikechukwu","Very detailed","Reviewed in the United States on January 17, 2020","Very helpful",5,"",0
"R3O164A2BJ4ZCJ","Nadun Jayathunga","Well written. This is my first book in Python. Provide sound foundation about basics.","Reviewed in the United States on May 30, 2020","Thisi is the first book you should read",5,"",0
"R1D3OKPUNL7K0S","Harsh Naik","Content is pretty good, but quality of the binding is abysmal.","Reviewed in the United States on September 10, 2020","Good content but poor printing",3,"",0
"R39SQHBINVD1NH","xahmad94","I received it after 3 days!! it was amazing","Reviewed in the United States on November 29, 2020","Fast, good quality as expected!",5,"",0
"R2F71HCA62NDKK","Josh Trent","Very good and helpful book!","Reviewed in the United States on November 19, 2020","Thumbs up!",5,"",0
"RM41GX2P6V4G4","Vlad_Online","I have read a lot of books of python, some of them were too boring but this book is what you need.","Reviewed in the United States on June 26, 2019","The best book for learning Python I have ever found",5,"",0
"R16TBWPYDCDG0F","Corbin","Came in great condition, definitely a good buy for beginner and intermediate programmers.","Reviewed in the United States on February 28, 2020","Arrived in good condition",5,"",0
"R261F1ALJXEW9U","Kostas Leivaditis","It's an amazing book with very good examples and projects.","Reviewed in the United States on July 26, 2020","Perfect",5,"",0
"RMEI9A09HBCV2","MUSTAFA OZGUR KILICARSLAN","So so","Reviewed in the United States on September 12, 2020","So so",1,"",0
"R3S5HZ952B84U9","DongChul Kim","good for kids","Reviewed in the United States on July 27, 2020","good",5,"",0
"R2Y6QE3XW9YCEX","Amazon Customer","Good book!","Reviewed in the United States on December 11, 2020","Good",4,"",0
"R119OGC1OLI4V0","Charles","Well written.","Reviewed in the United States on July 14, 2019","Great book!",5,"",0
"RUHHU3EZLJ5FU","KeisukeCapriles","A very simple but complete way to learn python. Loved it","Reviewed in the United States on November 20, 2019","Really good to learn python",5,"",0
"RNU2WVVDII1EA","Frank","Good content, easy to follow.","Reviewed in the United States on February 18, 2020","Easy to start",5,"",0
"R2VQF94UXDSPFB","Caleb","Great book!","Reviewed in the United States on February 26, 2020","Worth the read",5,"",0
"RDG8T8T2J374Q","Javaughn Stephenson","Great book","Reviewed in the United States on September 13, 2020","Great Book",5,"https://images-na.ssl-images-amazon.com/images/I/71tYeW1AIYL.jpg",0
"RVOJ9OT2HPPJY","Ouango Roxane","Best book for beginners!!!","Reviewed in the United States on January 18, 2020","Looking for a book to learn programming “Python Crash Course”",5,"",0
"R3G378CTGPGFYF","Amazon Customer","Good for beginners","Reviewed in the United States on October 2, 2019","Useful book",5,"",0
"R34J74D6LDLXHW","Faiz Zaki Dhiwa","To code.","Reviewed in the United States on September 21, 2019","this book is easy to understand and intuitive",5,"",0
"R2QFGLYLMI2STM","Taylor","## Allow me to preface by saying I’m only 5 chapters in and will update my review if need be if my opinion changes.Going into this I have tried learning python through other books and online courses but always struggled keeping everything straight and understanding how the code actually worked. Sometimes I feel that Python is so easy to write it’s hard to understand exactly what you’re even doing if you have no other language experience. So I actually spent a few months learning Java to understand the basics since Java sort of holds your hand in how you have to write so much more out like declaring every variable. I picked up this book to try and get back into Python and so far I’m LOVING this book. The author does a great job explaining what you need to know and nothing more. Straight to the point while still explaining each like of code very clearly. I’m excited to get to work on the project(s) later on in the book. If I still like it I will most likely order the publishers other Python book about “automating the boring stuff”.","Reviewed in the United States on May 15, 2019","GREAT for beginners- Simple, clear, and easy to understand.",5,"https://images-na.ssl-images-amazon.com/images/I/71XbvCKKzGL.jpg
https://images-na.ssl-images-amazon.com/images/I/71l90vkrW8L.jpg","9"
"R2JK06NJHSQABL","RoBe","Not a chance I will purchase the book when I can't even read the Preface to the new edition using preview functionality. What is the point of preview if I can't see what differentiates this book from previous edition?","Reviewed in the United States on May 8, 2019","Show me updated preface",1,"","16"
"R1OD5S71G06SSB","Dan Hanson","Edition 2 is cleaned up and better organized and focuses on Python 3 only (no reason to learn Python 2 anymore.)  While it uses Python to teach you to code it also teaches clean programming skills that apply to most other languages.The book is neatly broken down into two parts.  The first half focuses on installing and using the Python language.  It teaches using data, whiles, ifs, loops, accepting user input for interactivity – all the basic programming stuff.The second part features three projects: a video game (like Space Invaders), data visualization techniques to make graphs and charts, and an interactive web application.The book lists other online resources and has a well thought out Table of Contents and Index.  Appendix A covers installation issues and troubleshooting on various platforms.  Appendix B covers Text Editors including more on the recommended Sublime Text editor and Integrated Development Environments (IDE). Appendix C gives resources and ideas to take your coding beyond the book. The final Appendix shows how to use Git for version control in your programming.It’s a great resource and not a surprise that so many copies have sold.  Recommended.","Reviewed in the United States on June 3, 2019","Python, yes but the skills apply to other languages",4,"","6"
